model,iteration,position,hypothesis_name,prev_best_name,rationale,oracle_prediction,prev_best_score,avg_param_distance,prior_result_words,has_numeric_score,has_feedback_reference,score_improvement_vs_prior_best,exploitation_score,n_params_changed,n_constructive_changes,n_destructive_changes,param_change_details,Mg_glutamate_mM_distance,K_glutamate_mM_distance,DTT_mM_distance,NTP_multiplier_distance,PEG_8000_percent_distance,temperature_C_distance,plasmid_concentration_nM_distance,curr_Mg_glutamate_mM,curr_K_glutamate_mM,curr_DTT_mM,curr_NTP_multiplier,curr_PEG_8000_percent,curr_temperature_C,curr_plasmid_concentration_nM,curr_energy_source,curr_extract_type,curr_chaperones,curr_reaction_mode,prev_Mg_glutamate_mM,prev_K_glutamate_mM,prev_DTT_mM,prev_NTP_multiplier,prev_PEG_8000_percent,prev_temperature_C,prev_plasmid_concentration_nM,prev_energy_source,prev_extract_type,prev_chaperones,prev_reaction_mode
gemini-2.5-flash,24,0,"Shift K_glutamate Lower, Mg Higher with Maltose",Maximal Plasmid & PEG with Optimal DTT and Temp 25,"Given the plateau, we will explore a new combination of K and Mg glutamate to fine-tune activity, with a slightly lower DTT and return to maltose, hoping to unlock further potential in the KC6 combined chaperone system.",0.41535076769779533,0.40040481168096176,3.857142857142857,[],False,False,0.014945956016833573,0.8,5,4,1,"{'Mg_glutamate_mM': {'prev': 6.0, 'curr': 6.5, 'delta': 0.5, 'constructive': True}, 'K_glutamate_mM': {'prev': 75.0, 'curr': 65.0, 'delta': -10.0, 'constructive': True}, 'DTT_mM': {'prev': 3.0, 'curr': 2.5, 'delta': -0.5, 'constructive': False}, 'NTP_multiplier': {'prev': 2.5, 'curr': 2.5, 'delta': 0.0, 'constructive': None}, 'PEG_8000_percent': {'prev': 2.5, 'curr': 2.0, 'delta': -0.5, 'constructive': True}, 'temperature_C': {'prev': 25.0, 'curr': 25.0, 'delta': 0.0, 'constructive': None}, 'plasmid_concentration_nM': {'prev': 10.0, 'curr': 9.5, 'delta': -0.5, 'constructive': True}, 'energy_source': {'prev': '3-PGA + maltodextrin', 'curr': '3-PGA + maltose', 'prev_is_opt': False, 'curr_is_opt': False, 'string_changed': True, 'constructive': None}, 'extract_type': {'prev': 'KC6', 'curr': 'KC6', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'chaperones': {'prev': 'combined', 'curr': 'combined', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'reaction_mode': {'prev': 'semi-continuous', 'curr': 'semi-continuous', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}}",0.5,15.0,2.5,0.5,3.0,5.0,0.5,6.5,65.0,2.5,2.5,2.0,25.0,9.5,3-PGA + maltose,KC6,combined,semi-continuous,6.0,75.0,3.0,2.5,2.5,25.0,10.0,3-PGA + maltodextrin,KC6,combined,semi-continuous
gemini-2.5-flash,25,0,Optimizing K/Mg Glutamate Ratio with Max Plasmid,"Shift K_glutamate Lower, Mg Higher with Maltose","Building on the recent improvement, this hypothesis maximizes plasmid concentration while maintaining the beneficial Mg/K glutamate ratio and other optimized conditions for potential synergy in increasing overall protein yield.",0.41487281621699756,0.41535076769779533,3.7857142857142856,[],False,False,-0.00047795148079776695,0.0,1,0,1,"{'Mg_glutamate_mM': {'prev': 6.5, 'curr': 6.5, 'delta': 0.0, 'constructive': None}, 'K_glutamate_mM': {'prev': 65.0, 'curr': 65.0, 'delta': 0.0, 'constructive': None}, 'DTT_mM': {'prev': 2.5, 'curr': 2.5, 'delta': 0.0, 'constructive': None}, 'NTP_multiplier': {'prev': 2.5, 'curr': 2.5, 'delta': 0.0, 'constructive': None}, 'PEG_8000_percent': {'prev': 2.0, 'curr': 2.0, 'delta': 0.0, 'constructive': None}, 'temperature_C': {'prev': 25.0, 'curr': 25.0, 'delta': 0.0, 'constructive': None}, 'plasmid_concentration_nM': {'prev': 9.5, 'curr': 10.0, 'delta': 0.5, 'constructive': False}, 'energy_source': {'prev': '3-PGA + maltose', 'curr': '3-PGA + maltose', 'prev_is_opt': False, 'curr_is_opt': False, 'string_changed': False, 'constructive': None}, 'extract_type': {'prev': 'KC6', 'curr': 'KC6', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'chaperones': {'prev': 'combined', 'curr': 'combined', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'reaction_mode': {'prev': 'semi-continuous', 'curr': 'semi-continuous', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}}",0.5,15.0,2.5,0.5,3.0,5.0,0.0,6.5,65.0,2.5,2.5,2.0,25.0,10.0,3-PGA + maltose,KC6,combined,semi-continuous,6.5,65.0,2.5,2.5,2.0,25.0,9.5,3-PGA + maltose,KC6,combined,semi-continuous
gemini-2.5-flash,26,0,Probing Higher Temperature with Optimized K/Mg,Optimizing K/Mg Glutamate Ratio with Max Plasmid,"With stable high productivity, this hypothesis tests if increasing the temperature to 30C, while maintaining the recent optimal K/Mg glutamate concentrations and other parameters, can provide a kinetic boost to the reaction without compromising protein stability.",0.3998537501911794,0.41487281621699756,3.0714285714285716,[],False,False,-0.01501906602581815,0.0,1,0,1,"{'Mg_glutamate_mM': {'prev': 6.5, 'curr': 6.5, 'delta': 0.0, 'constructive': None}, 'K_glutamate_mM': {'prev': 65.0, 'curr': 65.0, 'delta': 0.0, 'constructive': None}, 'DTT_mM': {'prev': 2.5, 'curr': 2.5, 'delta': 0.0, 'constructive': None}, 'NTP_multiplier': {'prev': 2.5, 'curr': 2.5, 'delta': 0.0, 'constructive': None}, 'PEG_8000_percent': {'prev': 2.0, 'curr': 2.0, 'delta': 0.0, 'constructive': None}, 'temperature_C': {'prev': 25.0, 'curr': 30.0, 'delta': 5.0, 'constructive': False}, 'plasmid_concentration_nM': {'prev': 10.0, 'curr': 10.0, 'delta': 0.0, 'constructive': None}, 'energy_source': {'prev': '3-PGA + maltose', 'curr': '3-PGA + maltose', 'prev_is_opt': False, 'curr_is_opt': False, 'string_changed': False, 'constructive': None}, 'extract_type': {'prev': 'KC6', 'curr': 'KC6', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'chaperones': {'prev': 'combined', 'curr': 'combined', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'reaction_mode': {'prev': 'semi-continuous', 'curr': 'semi-continuous', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}}",0.5,15.0,2.5,0.5,3.0,0.0,0.0,6.5,65.0,2.5,2.5,2.0,30.0,10.0,3-PGA + maltose,KC6,combined,semi-continuous,6.5,65.0,2.5,2.5,2.0,25.0,10.0,3-PGA + maltose,KC6,combined,semi-continuous
gemini-2.5-flash,27,0,Increased DTT and PEG with Optimal K/Mg,Probing Higher Temperature with Optimized K/Mg,"Building on the previously optimized K/Mg ratio, this hypothesis investigates further increasing DTT for enhanced protein folding and PEG for increased molecular crowding, aiming to push productivity within the established 25C semi-continuous system.",0.41304602007042246,0.3998537501911794,3.7857142857142856,['previous'],False,True,0.013192269879243046,0.6666666666666666,3,2,1,"{'Mg_glutamate_mM': {'prev': 6.5, 'curr': 6.5, 'delta': 0.0, 'constructive': None}, 'K_glutamate_mM': {'prev': 65.0, 'curr': 65.0, 'delta': 0.0, 'constructive': None}, 'DTT_mM': {'prev': 2.5, 'curr': 3.0, 'delta': 0.5, 'constructive': True}, 'NTP_multiplier': {'prev': 2.5, 'curr': 2.5, 'delta': 0.0, 'constructive': None}, 'PEG_8000_percent': {'prev': 2.0, 'curr': 2.5, 'delta': 0.5, 'constructive': False}, 'temperature_C': {'prev': 30.0, 'curr': 25.0, 'delta': -5.0, 'constructive': True}, 'plasmid_concentration_nM': {'prev': 10.0, 'curr': 10.0, 'delta': 0.0, 'constructive': None}, 'energy_source': {'prev': '3-PGA + maltose', 'curr': '3-PGA + maltose', 'prev_is_opt': False, 'curr_is_opt': False, 'string_changed': False, 'constructive': None}, 'extract_type': {'prev': 'KC6', 'curr': 'KC6', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'chaperones': {'prev': 'combined', 'curr': 'combined', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'reaction_mode': {'prev': 'semi-continuous', 'curr': 'semi-continuous', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}}",0.5,15.0,3.0,0.5,2.5,5.0,0.0,6.5,65.0,3.0,2.5,2.5,25.0,10.0,3-PGA + maltose,KC6,combined,semi-continuous,6.5,65.0,2.5,2.5,2.0,30.0,10.0,3-PGA + maltose,KC6,combined,semi-continuous
gemini-2.5-flash,28,0,Maximal Productivity with Established KC6 Conditions,Increased DTT and PEG with Optimal K/Mg,"Given the current high productivity, this hypothesis combines all the best-performing parameters from various previous experiments into a single optimal condition for a final assessment of maximal productivity for the KC6 combined chaperone setup.",0.41304602007042246,0.41304602007042246,3.7857142857142856,['previous'],False,True,0.0,,0,0,0,"{'Mg_glutamate_mM': {'prev': 6.5, 'curr': 6.5, 'delta': 0.0, 'constructive': None}, 'K_glutamate_mM': {'prev': 65.0, 'curr': 65.0, 'delta': 0.0, 'constructive': None}, 'DTT_mM': {'prev': 3.0, 'curr': 3.0, 'delta': 0.0, 'constructive': None}, 'NTP_multiplier': {'prev': 2.5, 'curr': 2.5, 'delta': 0.0, 'constructive': None}, 'PEG_8000_percent': {'prev': 2.5, 'curr': 2.5, 'delta': 0.0, 'constructive': None}, 'temperature_C': {'prev': 25.0, 'curr': 25.0, 'delta': 0.0, 'constructive': None}, 'plasmid_concentration_nM': {'prev': 10.0, 'curr': 10.0, 'delta': 0.0, 'constructive': None}, 'energy_source': {'prev': '3-PGA + maltose', 'curr': '3-PGA + maltose', 'prev_is_opt': False, 'curr_is_opt': False, 'string_changed': False, 'constructive': None}, 'extract_type': {'prev': 'KC6', 'curr': 'KC6', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'chaperones': {'prev': 'combined', 'curr': 'combined', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'reaction_mode': {'prev': 'semi-continuous', 'curr': 'semi-continuous', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}}",0.5,15.0,3.0,0.5,2.5,5.0,0.0,6.5,65.0,3.0,2.5,2.5,25.0,10.0,3-PGA + maltose,KC6,combined,semi-continuous,6.5,65.0,3.0,2.5,2.5,25.0,10.0,3-PGA + maltose,KC6,combined,semi-continuous
gemini-2.5-flash,29,0,Shift Mg/K for KC6 with Maltodextrin and Max DTT,Maximal Productivity with Established KC6 Conditions,"Given the plateau, we will revisit a different Mg/K glutamate ratio and switch back to maltodextrin, leveraging the highest DTT and optimal KC6 combined chaperone conditions to seek further productivity gains.",0.3978650784974963,0.41304602007042246,3.2142857142857144,[],False,False,-0.015180941572926154,0.5,4,2,2,"{'Mg_glutamate_mM': {'prev': 6.5, 'curr': 5.5, 'delta': -1.0, 'constructive': False}, 'K_glutamate_mM': {'prev': 65.0, 'curr': 70.0, 'delta': 5.0, 'constructive': False}, 'DTT_mM': {'prev': 3.0, 'curr': 3.0, 'delta': 0.0, 'constructive': None}, 'NTP_multiplier': {'prev': 2.5, 'curr': 2.5, 'delta': 0.0, 'constructive': None}, 'PEG_8000_percent': {'prev': 2.5, 'curr': 2.0, 'delta': -0.5, 'constructive': True}, 'temperature_C': {'prev': 25.0, 'curr': 25.0, 'delta': 0.0, 'constructive': None}, 'plasmid_concentration_nM': {'prev': 10.0, 'curr': 9.5, 'delta': -0.5, 'constructive': True}, 'energy_source': {'prev': '3-PGA + maltose', 'curr': '3-PGA + maltodextrin', 'prev_is_opt': False, 'curr_is_opt': False, 'string_changed': True, 'constructive': None}, 'extract_type': {'prev': 'KC6', 'curr': 'KC6', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'chaperones': {'prev': 'combined', 'curr': 'combined', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'reaction_mode': {'prev': 'semi-continuous', 'curr': 'semi-continuous', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}}",0.5,10.0,3.0,0.5,3.0,5.0,0.5,5.5,70.0,3.0,2.5,2.0,25.0,9.5,3-PGA + maltodextrin,KC6,combined,semi-continuous,6.5,65.0,3.0,2.5,2.5,25.0,10.0,3-PGA + maltose,KC6,combined,semi-continuous
gemini-2.5-flash,30,0,Moderate DTT and PEG with Optimal Plasmid,Shift Mg/K for KC6 with Maltodextrin and Max DTT,"Given the current plateauing of productivity, this hypothesis moderates DTT, PEG, and plasmid concentration slightly, aiming for a balance that might prevent potential inhibition from over-concentration while still supporting high yield.",0.41487281621699756,0.3978650784974963,3.7857142857142856,[],False,False,0.01700773771950126,0.5,4,2,2,"{'Mg_glutamate_mM': {'prev': 5.5, 'curr': 6.5, 'delta': 1.0, 'constructive': True}, 'K_glutamate_mM': {'prev': 70.0, 'curr': 65.0, 'delta': -5.0, 'constructive': True}, 'DTT_mM': {'prev': 3.0, 'curr': 2.5, 'delta': -0.5, 'constructive': False}, 'NTP_multiplier': {'prev': 2.5, 'curr': 2.5, 'delta': 0.0, 'constructive': None}, 'PEG_8000_percent': {'prev': 2.0, 'curr': 2.0, 'delta': 0.0, 'constructive': None}, 'temperature_C': {'prev': 25.0, 'curr': 25.0, 'delta': 0.0, 'constructive': None}, 'plasmid_concentration_nM': {'prev': 9.5, 'curr': 10.0, 'delta': 0.5, 'constructive': False}, 'energy_source': {'prev': '3-PGA + maltodextrin', 'curr': '3-PGA + maltose', 'prev_is_opt': False, 'curr_is_opt': False, 'string_changed': True, 'constructive': None}, 'extract_type': {'prev': 'KC6', 'curr': 'KC6', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'chaperones': {'prev': 'combined', 'curr': 'combined', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'reaction_mode': {'prev': 'semi-continuous', 'curr': 'semi-continuous', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}}",0.5,15.0,2.5,0.5,3.0,5.0,0.0,6.5,65.0,2.5,2.5,2.0,25.0,10.0,3-PGA + maltose,KC6,combined,semi-continuous,5.5,70.0,3.0,2.5,2.0,25.0,9.5,3-PGA + maltodextrin,KC6,combined,semi-continuous
gpt-5-mini,1,0,KC6 Maltodextrin Energy Boost,,"Using an engineered KC6 extract with combined chaperones, moderate crowding, added maltodextrin for prolonged energy supply, and semi-continuous replenishment should sustain higher translation rates and folding, increasing productivity.",0.3698951885684827,,1.7142857142857142,[],False,False,,,0,0,0,{},1.0,5.0,1.0,1.0,2.0,0.0,2.0,5.0,75.0,1.0,2.0,3.0,30.0,8.0,3-PGA + maltodextrin,KC6,combined,semi-continuous,,,,,,,,,,,
gpt-5-mini,2,0,Wild-type Maltose Microfluidic,KC6 Maltodextrin Energy Boost,Using a wild-type extract with maltose and GroES/EL at 37°C in a microfluidic exchange format should boost translation rates and folding efficiency while avoiding the underperforming KC6 + maltodextrin + combined-chaperone semi-continuous combination.,0.19286523469401828,0.3698951885684827,3.857142857142857,['avoid'],False,True,-0.1770299538744644,0.5,10,5,5,"{'Mg_glutamate_mM': {'prev': 5.0, 'curr': 6.0, 'delta': 1.0, 'constructive': True}, 'K_glutamate_mM': {'prev': 75.0, 'curr': 70.0, 'delta': -5.0, 'constructive': True}, 'DTT_mM': {'prev': 1.0, 'curr': 0.5, 'delta': -0.5, 'constructive': False}, 'NTP_multiplier': {'prev': 2.0, 'curr': 1.5, 'delta': -0.5, 'constructive': True}, 'PEG_8000_percent': {'prev': 3.0, 'curr': 1.0, 'delta': -2.0, 'constructive': True}, 'temperature_C': {'prev': 30.0, 'curr': 37.0, 'delta': 7.0, 'constructive': False}, 'plasmid_concentration_nM': {'prev': 8.0, 'curr': 6.0, 'delta': -2.0, 'constructive': True}, 'energy_source': {'prev': '3-PGA + maltodextrin', 'curr': '3-PGA + maltose', 'prev_is_opt': False, 'curr_is_opt': False, 'string_changed': True, 'constructive': None}, 'extract_type': {'prev': 'KC6', 'curr': 'wild-type', 'prev_is_opt': True, 'curr_is_opt': False, 'string_changed': True, 'constructive': False}, 'chaperones': {'prev': 'combined', 'curr': 'GroES/EL', 'prev_is_opt': True, 'curr_is_opt': False, 'string_changed': True, 'constructive': False}, 'reaction_mode': {'prev': 'semi-continuous', 'curr': 'microfluidic', 'prev_is_opt': True, 'curr_is_opt': False, 'string_changed': True, 'constructive': False}}",0.0,10.0,0.5,1.5,4.0,7.0,4.0,6.0,70.0,0.5,1.5,1.0,37.0,6.0,3-PGA + maltose,wild-type,GroES/EL,microfluidic,5.0,75.0,1.0,2.0,3.0,30.0,8.0,3-PGA + maltodextrin,KC6,combined,semi-continuous
gpt-5-mini,3,0,KC6 Batch 3-PGA DnaK,Wild-type Maltose Microfluidic,"Removing supplemental sugars to avoid inhibitory metabolic byproducts while using KC6 with the DnaK system, moderate crowding, and batch format at 30°C should improve folding and sustained translation compared to prior low-performing sugar-supplemented or microfluidic conditions.",0.17786853961020987,0.19286523469401828,3.5,"['prior', 'avoid']",False,True,-0.014996695083808409,0.625,8,5,3,"{'Mg_glutamate_mM': {'prev': 6.0, 'curr': 5.0, 'delta': -1.0, 'constructive': False}, 'K_glutamate_mM': {'prev': 70.0, 'curr': 65.0, 'delta': -5.0, 'constructive': True}, 'DTT_mM': {'prev': 0.5, 'curr': 1.0, 'delta': 0.5, 'constructive': True}, 'NTP_multiplier': {'prev': 1.5, 'curr': 1.5, 'delta': 0.0, 'constructive': None}, 'PEG_8000_percent': {'prev': 1.0, 'curr': 2.0, 'delta': 1.0, 'constructive': False}, 'temperature_C': {'prev': 37.0, 'curr': 30.0, 'delta': -7.0, 'constructive': True}, 'plasmid_concentration_nM': {'prev': 6.0, 'curr': 7.0, 'delta': 1.0, 'constructive': False}, 'energy_source': {'prev': '3-PGA + maltose', 'curr': '3-PGA', 'prev_is_opt': False, 'curr_is_opt': True, 'string_changed': True, 'constructive': True}, 'extract_type': {'prev': 'wild-type', 'curr': 'KC6', 'prev_is_opt': False, 'curr_is_opt': True, 'string_changed': True, 'constructive': True}, 'chaperones': {'prev': 'GroES/EL', 'curr': 'DnaK/DnaJ/GrpE', 'prev_is_opt': False, 'curr_is_opt': False, 'string_changed': True, 'constructive': None}, 'reaction_mode': {'prev': 'microfluidic', 'curr': 'batch', 'prev_is_opt': False, 'curr_is_opt': False, 'string_changed': True, 'constructive': None}}",1.0,15.0,1.0,1.5,3.0,0.0,3.0,5.0,65.0,1.0,1.5,2.0,30.0,7.0,3-PGA,KC6,DnaK/DnaJ/GrpE,batch,6.0,70.0,0.5,1.5,1.0,37.0,6.0,3-PGA + maltose,wild-type,GroES/EL,microfluidic
gpt-5-mini,4,0,Wild-type Maltodextrin Batch,KC6 Batch 3-PGA DnaK,Using a wild-type extract with maltodextrin in a simple batch format at 30°C and no extra chaperones may extend energy supply while avoiding resource competition and potentially improve net translation and folding compared to previously low-performing KC6/microfluidic/chaperone-supplemented combos.,0.08882400523578912,0.17786853961020987,2.642857142857143,"['previous', 'avoid']",False,True,-0.08904453437442075,0.2857142857142857,7,2,5,"{'Mg_glutamate_mM': {'prev': 5.0, 'curr': 6.0, 'delta': 1.0, 'constructive': True}, 'K_glutamate_mM': {'prev': 65.0, 'curr': 70.0, 'delta': 5.0, 'constructive': False}, 'DTT_mM': {'prev': 1.0, 'curr': 0.5, 'delta': -0.5, 'constructive': False}, 'NTP_multiplier': {'prev': 1.5, 'curr': 2.0, 'delta': 0.5, 'constructive': False}, 'PEG_8000_percent': {'prev': 2.0, 'curr': 2.0, 'delta': 0.0, 'constructive': None}, 'temperature_C': {'prev': 30.0, 'curr': 30.0, 'delta': 0.0, 'constructive': None}, 'plasmid_concentration_nM': {'prev': 7.0, 'curr': 6.0, 'delta': -1.0, 'constructive': True}, 'energy_source': {'prev': '3-PGA', 'curr': '3-PGA + maltodextrin', 'prev_is_opt': True, 'curr_is_opt': False, 'string_changed': True, 'constructive': False}, 'extract_type': {'prev': 'KC6', 'curr': 'wild-type', 'prev_is_opt': True, 'curr_is_opt': False, 'string_changed': True, 'constructive': False}, 'chaperones': {'prev': 'DnaK/DnaJ/GrpE', 'curr': 'none', 'prev_is_opt': False, 'curr_is_opt': False, 'string_changed': True, 'constructive': None}, 'reaction_mode': {'prev': 'batch', 'curr': 'batch', 'prev_is_opt': False, 'curr_is_opt': False, 'string_changed': False, 'constructive': None}}",0.0,10.0,0.5,1.0,3.0,0.0,4.0,6.0,70.0,0.5,2.0,2.0,30.0,6.0,3-PGA + maltodextrin,wild-type,none,batch,5.0,65.0,1.0,1.5,2.0,30.0,7.0,3-PGA,KC6,DnaK/DnaJ/GrpE,batch
gpt-5-mini,5,0,KC6 Microfluidic 3-PGA GroES,Wild-type Maltodextrin Batch,Using KC6 with only 3-PGA and GroES/EL in a microfluidic exchange format avoids sugar-related inhibitory effects seen with maltose/maltodextrin and combined chaperones while enabling continuous removal of byproducts and sustained translation/folding.,0.23119628407517845,0.08882400523578912,2.0,['avoid'],False,True,0.14237227883938933,0.5714285714285714,7,4,3,"{'Mg_glutamate_mM': {'prev': 6.0, 'curr': 5.0, 'delta': -1.0, 'constructive': False}, 'K_glutamate_mM': {'prev': 70.0, 'curr': 75.0, 'delta': 5.0, 'constructive': False}, 'DTT_mM': {'prev': 0.5, 'curr': 1.0, 'delta': 0.5, 'constructive': True}, 'NTP_multiplier': {'prev': 2.0, 'curr': 2.0, 'delta': 0.0, 'constructive': None}, 'PEG_8000_percent': {'prev': 2.0, 'curr': 1.0, 'delta': -1.0, 'constructive': True}, 'temperature_C': {'prev': 30.0, 'curr': 30.0, 'delta': 0.0, 'constructive': None}, 'plasmid_concentration_nM': {'prev': 6.0, 'curr': 8.0, 'delta': 2.0, 'constructive': False}, 'energy_source': {'prev': '3-PGA + maltodextrin', 'curr': '3-PGA', 'prev_is_opt': False, 'curr_is_opt': True, 'string_changed': True, 'constructive': True}, 'extract_type': {'prev': 'wild-type', 'curr': 'KC6', 'prev_is_opt': False, 'curr_is_opt': True, 'string_changed': True, 'constructive': True}, 'chaperones': {'prev': 'none', 'curr': 'GroES/EL', 'prev_is_opt': False, 'curr_is_opt': False, 'string_changed': True, 'constructive': None}, 'reaction_mode': {'prev': 'batch', 'curr': 'microfluidic', 'prev_is_opt': False, 'curr_is_opt': False, 'string_changed': True, 'constructive': None}}",1.0,5.0,1.0,1.0,4.0,0.0,2.0,5.0,75.0,1.0,2.0,1.0,30.0,8.0,3-PGA,KC6,GroES/EL,microfluidic,6.0,70.0,0.5,2.0,2.0,30.0,6.0,3-PGA + maltodextrin,wild-type,none,batch
gpt-5-mini,6,0,KC6 Semi-continuous GroES,KC6 Microfluidic 3-PGA GroES,Keep the best-performing KC6 + maltodextrin + semi-continuous format but replace combined chaperones with GroES/EL and reduce crowding to lower resource depletion and folding burden while sustaining energy supply and byproduct removal to boost productive translation.,0.3567440844545639,0.23119628407517845,2.9285714285714284,[],False,False,0.12554780037938545,0.6,5,3,2,"{'Mg_glutamate_mM': {'prev': 5.0, 'curr': 5.0, 'delta': 0.0, 'constructive': None}, 'K_glutamate_mM': {'prev': 75.0, 'curr': 70.0, 'delta': -5.0, 'constructive': True}, 'DTT_mM': {'prev': 1.0, 'curr': 0.5, 'delta': -0.5, 'constructive': False}, 'NTP_multiplier': {'prev': 2.0, 'curr': 2.0, 'delta': 0.0, 'constructive': None}, 'PEG_8000_percent': {'prev': 1.0, 'curr': 1.0, 'delta': 0.0, 'constructive': None}, 'temperature_C': {'prev': 30.0, 'curr': 30.0, 'delta': 0.0, 'constructive': None}, 'plasmid_concentration_nM': {'prev': 8.0, 'curr': 6.0, 'delta': -2.0, 'constructive': True}, 'energy_source': {'prev': '3-PGA', 'curr': '3-PGA + maltodextrin', 'prev_is_opt': True, 'curr_is_opt': False, 'string_changed': True, 'constructive': False}, 'extract_type': {'prev': 'KC6', 'curr': 'KC6', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'chaperones': {'prev': 'GroES/EL', 'curr': 'GroES/EL', 'prev_is_opt': False, 'curr_is_opt': False, 'string_changed': False, 'constructive': None}, 'reaction_mode': {'prev': 'microfluidic', 'curr': 'semi-continuous', 'prev_is_opt': False, 'curr_is_opt': True, 'string_changed': True, 'constructive': True}}",1.0,10.0,0.5,1.0,4.0,0.0,4.0,5.0,70.0,0.5,2.0,1.0,30.0,6.0,3-PGA + maltodextrin,KC6,GroES/EL,semi-continuous,5.0,75.0,1.0,2.0,1.0,30.0,8.0,3-PGA,KC6,GroES/EL,microfluidic
gpt-5-mini,7,0,KC6 Semi-continuous Low-plasmid,KC6 Semi-continuous GroES,"Lowering plasmid concentration reduces resource competition and metabolic burden while KC6 in a semi-continuous maltodextrin-fed format with GroES/EL and slightly increased K+ should sustain energy and improve folding, raising net productive translation.",0.3715221654897851,0.3567440844545639,1.4285714285714286,[],False,False,0.014778081035221213,0.6,5,3,2,"{'Mg_glutamate_mM': {'prev': 5.0, 'curr': 6.0, 'delta': 1.0, 'constructive': True}, 'K_glutamate_mM': {'prev': 70.0, 'curr': 80.0, 'delta': 10.0, 'constructive': False}, 'DTT_mM': {'prev': 0.5, 'curr': 0.5, 'delta': 0.0, 'constructive': None}, 'NTP_multiplier': {'prev': 2.0, 'curr': 1.5, 'delta': -0.5, 'constructive': True}, 'PEG_8000_percent': {'prev': 1.0, 'curr': 2.0, 'delta': 1.0, 'constructive': False}, 'temperature_C': {'prev': 30.0, 'curr': 30.0, 'delta': 0.0, 'constructive': None}, 'plasmid_concentration_nM': {'prev': 6.0, 'curr': 5.0, 'delta': -1.0, 'constructive': True}, 'energy_source': {'prev': '3-PGA + maltodextrin', 'curr': '3-PGA + maltodextrin', 'prev_is_opt': False, 'curr_is_opt': False, 'string_changed': False, 'constructive': None}, 'extract_type': {'prev': 'KC6', 'curr': 'KC6', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'chaperones': {'prev': 'GroES/EL', 'curr': 'GroES/EL', 'prev_is_opt': False, 'curr_is_opt': False, 'string_changed': False, 'constructive': None}, 'reaction_mode': {'prev': 'semi-continuous', 'curr': 'semi-continuous', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}}",0.0,0.0,0.5,1.5,3.0,0.0,5.0,6.0,80.0,0.5,1.5,2.0,30.0,5.0,3-PGA + maltodextrin,KC6,GroES/EL,semi-continuous,5.0,70.0,0.5,2.0,1.0,30.0,6.0,3-PGA + maltodextrin,KC6,GroES/EL,semi-continuous
